title,alcohol_reference,cartoon_violence,fantasy_violence,intense_violence,mild_fantasy_violence,mild_cartoon_violence,mild_violence,drug_reference,use_of_alcohol,use_of_drugs_and_alcohol,violence,esrb_rating
"Hotline Miami",0,0,1,0,0,0,0,0,0,0,0,M
"Hotline Miami 2: Wrong Number ",0,0,0,1,0,0,0,0,0,0,0,M
"House Flipper",0,0,0,0,0,0,0,0,0,0,0,E
Hover,0,0,0,0,0,0,0,0,0,0,0,E
HUE,0,0,0,0,1,0,0,0,0,0,0,E
"Human Fall Flat",0,0,0,0,0,0,0,0,0,0,0,E
"Hungry Shark World",0,0,0,0,0,0,0,0,0,0,0,T
"Hunt: Showdown",0,0,0,0,0,0,0,0,0,0,0,M
"Hunting Simulator 2",0,0,0,0,0,0,0,0,0,0,0,T
"Hyper Jam",0,0,0,0,0,0,0,0,0,0,0,T
"Hyper Sentinel",0,0,0,0,1,0,0,0,0,0,0,E
"I Hate Running Backwards",0,0,0,1,0,0,0,0,0,0,0,T
"Ice Age: Scrats Nutty Adventure",0,0,0,0,0,1,0,0,0,0,0,E
ICEY,0,0,1,0,0,0,0,0,0,0,0,ET
Iconoclasts,0,0,0,0,0,0,0,0,0,0,0,T
IKARUGA,0,0,1,0,0,0,0,0,0,0,0,ET
Ikaruga,0,0,1,0,0,0,0,0,0,0,0,ET
"Illusion of LPhalcia",0,0,1,0,0,0,0,0,0,0,0,ET
"Illusion: A Tale of the Mind",0,0,0,0,0,0,1,0,0,1,0,ET
"Immortal Realms: Vampire Wars",0,0,0,0,0,0,0,0,0,0,0,M
"Immortal Redneck",0,0,0,0,0,0,0,0,0,0,0,M
"Immortal: Unchained",0,0,0,0,0,0,0,0,0,0,0,T
"Immortals Fenyx Rising",0,0,0,0,0,0,0,0,0,0,0,T
"Impact Winter",0,0,1,0,0,0,0,0,0,0,1,T
"Inception VR",0,0,0,0,0,0,0,0,0,0,0,M
"INDIGO PROPHECY",0,0,0,0,0,0,0,0,0,0,0,M
Indivisible,0,0,0,1,0,0,0,0,0,0,0,T
"Inertial Drift",0,0,0,0,0,0,0,0,0,0,0,E
Infernium,0,0,0,0,0,0,0,1,0,0,0,M
"INFERNO CLIMBER: REBORN",0,0,0,0,0,0,0,0,0,0,1,T
INK,0,0,0,0,0,0,0,0,0,0,0,E
Inksplosion,0,0,0,0,1,0,0,0,0,0,0,E
InnerSpace,0,0,0,0,0,0,0,0,0,0,0,E
"Insane Robots",0,0,0,0,1,0,0,0,0,0,0,E
INSIDE,0,0,0,0,0,0,0,0,0,0,0,M
Invector,0,0,0,0,0,0,0,0,0,0,0,T
"Ion Fury",0,0,1,0,0,0,0,0,0,0,0,M
Iris.Fall,0,0,0,0,1,0,0,0,0,0,0,E
"IRON CRYPTICLE",0,0,0,1,0,0,0,0,0,0,0,T
"Is It Wrong to Try to Pick Up Girls in a Dungeon? Familia Myth Infinite Combate",0,0,0,1,0,0,0,0,0,0,0,T
"Is It Wrong to Try to Pick Up Girls in a Dungeon? Infinite Combate",0,0,0,1,0,0,0,0,0,0,0,T
"Island Flight Simulator",1,0,0,0,0,0,0,0,0,0,0,E
"Island Time",0,0,1,0,0,0,0,0,0,0,0,ET
"Its Quiz Time",0,0,0,0,0,0,0,0,0,0,0,E
"Jagged Alliance: Rage!",0,0,0,0,0,0,0,0,0,0,0,M
"Jak & Daxter The Precursor Legacy",0,0,1,0,0,0,1,0,0,0,0,ET
"Jak 3",0,0,1,0,0,0,0,0,0,0,0,T
"Jak II",0,0,0,1,0,0,0,0,0,0,0,T
"Jak X: Combat Racing",0,0,1,0,0,0,0,0,0,0,0,T
Jamestown+,0,0,1,0,0,0,0,0,0,0,0,ET
"Jettomero: Hero of the Universe",0,0,1,0,0,0,0,0,0,0,0,ET
"Joes Diner",1,0,0,0,0,0,0,0,0,0,0,ET
"John Wick Hex",0,0,0,0,0,0,0,0,0,0,0,M
"Jolt Family Robot Racer",0,0,0,0,0,0,0,0,0,0,0,E
"Journey Collectors Edition",0,0,0,0,1,0,0,0,0,0,0,E
"Journey to the Savage Planet",0,0,0,0,0,0,0,0,0,0,1,T
Judgment,0,0,0,0,0,0,0,0,0,0,0,M
"Jumanji The Video Game",0,0,0,0,0,0,0,0,0,0,1,T
"JUMP FORCE",0,0,0,0,0,0,0,0,0,0,0,T
"Jupiter & Mars",0,0,0,0,1,0,0,0,0,0,0,E
"Jurassic World Evolution",0,0,0,0,0,0,0,0,0,0,0,T
"Just Cause 4",0,0,0,1,0,0,0,0,0,0,0,M
"Just Dance 2018",0,0,0,0,0,0,0,0,0,0,0,ET
"Just Dance 2019",0,0,0,0,0,0,0,0,0,0,0,E
"Just Dance 2020",0,0,0,0,0,0,1,0,0,0,0,ET
"Just Dance 2021",0,0,0,0,0,0,0,0,0,0,0,E
"Just Deal With It!",0,0,0,0,0,0,0,0,0,0,0,T
"Just In Time Incorporated",0,0,0,0,0,0,0,0,0,0,0,T
"Justice League VR: The Complete Experience",0,0,0,0,0,0,0,0,0,0,1,T
JYDGE,0,0,0,0,0,0,0,0,0,0,0,T
Kabounce,0,0,1,0,0,0,0,0,0,0,0,ET
"Kandagawa Jet Girls",0,0,1,0,0,0,0,0,0,0,0,T
"Kandagawa Jet Girls "Racing Hearts Edition"",0,0,1,0,0,0,0,0,0,0,0,T
"Katamari Damacy REROLL",0,0,0,0,1,0,0,0,0,0,0,E
"Kaze and the Wild Masks",0,0,0,0,1,0,0,0,0,0,0,E
"Kentucky Route Zero: TV Edition",0,0,0,0,0,0,0,0,0,0,0,T
"Kerbal Space Program",0,0,0,0,0,0,0,0,0,0,0,E
"Kero Blaster",0,0,0,0,1,0,0,0,0,0,0,E
"Kill la Kill - IF",0,0,0,0,0,0,0,0,0,0,0,M
"Kill The Bad Guy",0,0,0,0,0,0,0,0,1,0,1,M
"Killing Floor: Incursion",0,0,0,0,0,0,0,0,0,0,0,M
"Killing Floor: Incursion ",0,0,0,1,0,0,0,0,0,0,0,M
"Kingdom Come: Deliverance",0,0,0,1,0,0,0,0,0,0,1,M
"Kingdom Hearts 3",1,0,0,1,0,0,0,0,0,0,0,ET
"KINGDOM HEARTS Melody of Memory",0,0,1,0,0,0,0,0,0,0,0,ET
"Kingdom Two Crowns",0,0,1,0,0,0,0,0,0,0,0,ET
"Kingdom: New Lands",0,0,1,0,0,0,0,0,0,0,0,ET
"Kingdoms of Amalur: Re-Reckoning",0,0,0,1,0,0,0,0,0,1,0,M
"Knights and Bikes",1,0,0,0,0,0,1,1,0,0,0,ET
"Knights of Pen and Paper +1 Deluxier Edition",0,0,0,0,0,0,0,0,0,0,0,T
"Knights of Valour",0,0,1,0,0,0,0,0,0,0,0,T
"Knockout League",0,0,0,0,0,0,0,0,0,0,1,T
"Knowledge Is Power",0,0,0,0,0,0,0,1,0,0,0,T
"Koihime Enbu RyoRaiRai",0,0,0,0,0,0,0,0,0,0,1,T
"Konrad the Kitten",1,0,0,0,0,0,0,0,0,0,0,E
"Kotodama: The 7 Mysteries of Fujisawa",0,0,0,0,0,0,0,1,0,0,0,T
"L.A. Noire",0,0,0,0,0,0,0,0,0,0,0,M
"L.A. Noire: The VR Case Files",0,0,0,0,0,0,0,0,0,0,0,M
"LA-MULANA 1 & 2",0,0,1,0,0,0,0,0,0,0,0,T
"LA-MULANA 1 & 2 Hidden Treasures Edition",0,0,1,0,0,0,0,0,0,0,0,T
"Labyrinth of Refrain: Coven of Dusk",0,0,0,0,0,0,0,0,0,0,0,M
"Langrisser I & II",0,0,1,0,0,0,0,0,0,0,0,T
"Lapis x Labyrinth",0,0,1,0,0,0,0,0,0,0,0,ET
"Laser League",0,0,1,0,0,0,0,0,0,0,0,ET
"Last Day of June",0,0,0,0,0,0,1,0,0,0,0,E
"Late Shift",0,0,0,0,0,0,0,0,0,0,0,M
"Laws of Machine",0,0,0,0,0,0,0,0,0,0,0,E
"Layers of Fear : Masterpiece Edition ",0,0,0,0,0,0,0,0,0,0,0,M
"League of Evil",0,0,0,1,0,0,0,0,0,0,0,T
"League of War: VR Arena",0,0,0,0,0,0,0,0,0,0,1,T
"Left Alive",0,0,0,1,0,0,0,0,0,0,0,M
"Legend of the Tetrarchs",1,0,0,1,0,0,0,0,0,0,0,ET
"Legendary Eleven",0,0,0,0,0,0,0,0,0,0,0,E
"Legendary Fishing",0,0,0,0,0,0,0,0,0,0,0,E
"LEGO DC Super-Villains",0,1,0,0,0,0,0,0,0,0,0,ET
"LEGO Marvel Super Heroes 2",0,1,0,0,0,0,0,0,0,0,0,ET
"LEGO The Incredibles",0,1,0,0,0,0,0,1,0,0,0,ET
"Les Simsâ„¢ 4 Ã la fac",0,0,0,0,0,0,0,0,0,0,0,T
"Les Simsâ„¢ 4 Escapade enneigÃ©e ",0,0,0,0,0,0,0,0,0,0,0,T
"Les Simsâ„¢ 4 Star Warsâ„¢: Voyage sur Batuu ",0,0,0,0,0,0,0,0,0,0,0,T
"Let Them Come",0,0,0,0,0,0,0,0,0,0,0,M
"Lethal League",0,0,1,0,0,0,0,0,0,0,0,ET
"Lets Create! Pottery VR",0,0,0,0,0,0,0,0,0,0,0,E
"Lets Sing 2018",0,0,0,1,0,0,0,1,0,0,0,T
"Lets Sing Country",0,0,0,0,0,0,0,0,0,0,0,T
Lichtspeer,0,0,0,0,0,0,0,0,0,0,0,T
"Lichtspeer: Double Speer Edition",0,0,0,0,0,0,0,0,0,0,0,T
"Life is Strange 2 Complete Season",0,0,0,0,0,0,0,0,0,0,0,M
"Life is Strange 2 Episode 2",0,0,1,0,0,0,0,0,0,0,0,M
"Life is Strange 2: Episode 1",0,0,1,0,0,0,0,0,0,0,0,M
"Life is Strange: Before the Storm",0,0,0,0,0,0,0,0,0,0,0,M
"Life is Strange: Before the Storm Episode 1",0,0,0,0,0,0,0,0,0,0,0,M
"Life is Strange: Before the Storm Episode 2",0,0,0,0,0,0,0,0,0,0,0,M
"Life is Strange: Before the Storm Episode 3",0,0,0,0,0,0,0,0,0,0,0,M
"Life of Pixel",0,0,0,0,1,0,0,0,0,0,0,E
"Lifeless Planet: Premier Edition",0,0,0,0,0,0,0,0,0,0,0,T
"Light Tracer",0,0,0,0,1,0,0,0,0,0,0,E
LIGHTFIELD,0,0,0,0,0,0,0,0,0,0,0,E
"Little Adventure on the Prairie",0,0,1,0,0,0,0,0,0,0,0,ET
"Little Dragons CafÃ©",0,0,0,0,0,0,0,0,0,0,0,ET
"Little Nightmares II",0,0,0,0,0,0,0,0,0,0,0,T
"Little Red Lie",0,0,0,0,0,0,0,0,0,0,0,M
"Little Town Hero",0,0,1,0,0,0,1,0,0,0,0,ET
"Little Witch Academia: Chamber of Time",0,0,0,0,0,0,0,0,0,0,0,T
"LocoRoco 2",0,0,0,0,1,0,0,0,0,0,0,E
"London Detective Mysteria",0,0,0,0,0,0,0,0,0,0,0,M
"Los Simsâ„¢ 4",0,0,0,0,0,0,0,0,0,0,0,T
"Los Simsâ„¢ 4 Dias de Universidad",0,0,0,0,0,0,0,0,0,0,0,T
"Los Simsâ„¢ 4 Star Warsâ„¢: Viaje a Batuu ",0,0,0,0,0,0,0,0,0,0,0,T
"Los Simsâ„¢ 4 Vida IsleÃ±a",0,0,0,0,0,0,0,0,0,0,0,T
"Lost Sphear",0,0,1,0,0,0,0,0,0,0,0,ET
"LUMINES REMASTERED",0,0,0,0,0,0,0,0,0,0,0,ET
"Lumines Remastered",0,0,0,0,0,0,0,0,0,0,0,ET
"Lunar Stone: Origin of Blood",0,0,0,0,0,0,0,0,0,0,0,T
"Lunch Truck Tycoon 2",0,0,0,0,0,0,1,0,0,0,0,ET
"Mad Rat Dead",0,1,0,0,0,0,0,0,0,0,0,T
"Madden NFL 19",0,0,0,0,0,0,0,0,0,0,0,E
"Madden NFL 20",0,0,0,0,0,0,0,0,0,0,0,E
"Madden NFL 21",0,0,0,0,0,0,0,0,0,0,0,E
"Mafia II: Definitive Edition",0,0,0,0,0,0,0,0,0,0,0,M
"Mafia III: Definitive Edition",0,0,0,1,0,0,0,0,0,0,1,M
"Mafia: Definitive Edition",0,0,1,0,0,0,0,0,0,0,0,M
"Mages of Mystralia",0,0,1,0,0,0,0,0,0,0,0,ET
"Magic Knight Grand Charion",0,0,1,0,0,0,0,0,0,0,0,ET
"Mahjong Carnival",0,0,0,0,0,0,0,0,0,0,0,E
"Mahjong Gold",0,0,0,0,0,0,0,0,0,0,0,E
"Mahjong Royal Towers",0,0,0,0,0,0,0,0,0,0,0,E
"Mahjong World Contest",0,0,0,0,0,0,0,0,0,0,0,E
"Maid of Sker",0,0,0,0,0,0,0,0,0,0,0,M
Maize,0,0,0,0,0,0,0,0,0,0,0,T
Maneater,0,0,0,0,0,0,0,1,0,0,0,M
"Manifest 99",0,0,1,0,0,0,0,0,0,0,0,ET
"Mantis Burn Racing",0,0,0,0,0,0,1,0,0,0,0,ET
Maquette,1,0,0,0,0,0,0,0,0,0,0,ET
"Marble Duel",0,0,0,0,1,0,0,0,0,0,0,ET
"Marenian Tavern Story: Patty and the Hungry God",0,0,1,0,0,0,1,0,0,0,0,ET
"Maria The Witch",0,0,0,0,0,0,0,0,0,0,0,E
Marooners,0,0,0,0,1,0,0,0,0,0,0,E
"MARS ODYSSEY",0,0,0,0,0,0,0,0,0,0,0,E
"MARVELS AVENGERS",0,0,0,0,0,0,0,0,0,0,0,T
"Marvels Guardians of the Galaxy: The Telltale Series - Dont Stop Believin",0,0,0,0,0,0,0,0,0,1,0,T
"Marvels Guardians of the Galaxy: The Telltale Series - Who Needs You",0,0,0,0,0,0,0,0,0,1,0,T
"Marvels Iron Man VR",0,0,0,0,0,0,0,0,0,0,1,T
"Marvels Spider-Man",0,0,1,0,0,0,0,0,0,0,0,T
"Marvels Spider-Man: Game of the Year Edition",0,0,1,0,0,0,0,0,0,0,0,T
"Marvels Spider-Man: Miles Morales",0,0,1,0,0,0,0,0,0,0,0,T
"Masters of Anima",0,0,1,0,0,0,0,0,0,0,0,ET
"Max: The Curse of Brotherhood",0,0,1,0,0,0,0,0,0,0,0,ET
"Maximum Football 2018",0,0,0,0,0,0,0,0,0,0,0,E
MechaNika,0,0,0,0,0,0,0,0,0,0,0,M
"Mecho Tales",0,0,1,0,0,0,0,0,0,0,0,ET
"Mecho Wars: Desert Ashes",0,0,1,0,0,0,0,0,0,0,0,ET
MediEvil,0,0,0,0,0,0,0,0,0,0,0,T
"Mega Man 11",0,1,0,0,0,0,0,0,0,0,0,ET
"Mega Man X Legacy Collection",0,1,0,0,0,0,0,0,0,0,0,T
"Mega Man X Legacy Collection 2",0,1,0,0,0,0,1,0,0,0,0,T
"Mega Man Zero/ZX Legacy Collection",0,0,1,0,0,0,0,0,0,0,0,T
"Mega Party: A Tootuff Adventure",0,0,0,0,0,1,0,0,0,0,0,T
"Megadimension Neptunia VIIR",0,0,1,0,0,0,0,0,0,0,0,T
"Megaton Rainfall",0,0,0,0,0,0,0,0,0,0,1,T
"Mercenaries Wings: The False Phoenix",0,0,1,0,0,0,0,0,0,0,0,T
"Mercenary Kings",0,0,0,0,0,0,1,0,0,0,1,T
"Metal Gear Survive",0,0,0,0,0,0,0,0,0,0,0,M
"METAL MAX Xeno",0,0,0,0,0,0,0,0,0,0,1,T
"METAL SLUG 3",0,0,0,0,0,0,0,0,0,0,0,T
"METAL SLUG ANTHOLOGYâ„¢",0,0,0,0,0,0,0,0,0,0,0,T
"METAL SLUG XX",0,0,0,0,0,0,0,0,0,0,0,T
"Metal Wolf Chaos XD",0,0,0,0,0,0,0,0,0,0,0,T
"Metro Exodus",0,0,0,1,0,0,0,0,0,0,0,M
"Metropolis: Lux Obscura",0,0,1,0,0,0,0,0,0,0,1,M
"Midnight Deluxe",0,0,0,0,0,0,0,0,0,0,0,E
"Mighty Gunvolt Burst",0,0,0,0,1,0,0,0,0,0,0,E
"Mighty Switch Force! Collection",0,0,1,0,0,0,0,0,0,0,0,ET
"Miko Gakkou Monogatari: Kaede Episode",0,0,0,0,0,0,0,0,0,0,0,T
Milanoir,0,0,0,0,0,0,0,0,0,0,0,M
Minecraft,0,0,1,0,0,0,0,0,0,0,0,ET
"Minecraft Dungeons",0,0,1,0,0,0,0,0,0,0,0,ET
"Minecraft: Story Mode - Season Two - Episode 3: Jailhouse Block",0,0,1,0,0,0,0,0,0,0,0,ET
"Minecraft: Story Mode - Season Two - Episode 4: Below the Bedrock",0,0,1,0,0,0,0,0,0,0,0,ET
"Minecraft: Story Mode - Season Two - Episode 5: Above and Beyond",0,0,1,0,0,0,0,0,0,0,0,ET
Minefield,0,0,0,0,0,0,0,0,0,0,0,E
Minit,0,0,0,0,1,0,0,0,0,0,0,E
MINIT,0,0,0,0,1,0,0,0,0,0,0,E
"Minotaur Arcade Vol. 1",0,0,0,0,1,0,0,0,0,0,0,ET
"Mitch: Berry Challenge",0,0,0,0,0,0,0,0,0,0,0,E
"MLB The Show 18",0,0,0,0,0,0,0,0,0,0,0,E
"MLB The Show 19",0,0,0,0,0,0,0,0,0,0,0,E
"MLB The Show 20",0,0,0,0,0,0,0,0,0,0,0,E
"Momodora: Reverie Under the Moonlight",0,0,1,0,0,0,0,0,0,0,0,T
"Monkey King Hero is Back",0,0,1,0,0,0,0,0,0,0,0,T
"Monochrome Order",0,0,0,1,0,0,0,0,0,0,1,T
"Monster Boy and the Cursed Kingdom",0,0,1,0,0,0,0,0,0,1,0,ET
"Monster Energy Supercross - The Official Videogame",0,0,0,0,0,0,0,0,0,0,0,E
"Monster Energy Supercross - The Official Videogame 2",0,0,0,0,0,0,0,0,0,0,0,T
"Monster Energy Supercross - The Official Videogame 3",0,0,0,0,0,0,0,0,0,0,0,E
"Monster Energy Supercross - The Official Videogame 4",0,0,0,0,0,0,0,0,0,0,0,E
"Monster Hunter: World",0,0,0,0,0,0,0,0,0,1,1,T
"Monster Jam Steel Titans",0,0,0,0,0,0,0,0,0,0,0,E
"Monster Jam Steel Titans 2",0,0,0,0,0,0,0,0,0,0,0,E
"MONSTER OF THE DEEP: FINAL FANTASY XV",0,0,0,0,0,0,0,0,0,0,0,T
"Monster Slayers ",0,0,0,0,0,0,0,0,0,0,0,T
"Monster Truck Championship",0,0,0,0,0,0,0,0,0,0,0,E
Monstrum,0,0,0,0,0,0,0,0,0,0,0,M
"Moonfall Ultimate",0,0,0,1,0,0,0,0,0,0,0,T
Moonlighter,0,0,1,0,0,0,0,0,0,0,0,ET
Morphite,0,0,0,0,0,0,0,0,0,0,1,T
"Mortal Kombat 11",0,0,0,1,0,0,0,0,0,0,0,M
"Mortal Kombat 11 Aftermath",0,0,0,1,0,0,0,0,0,0,0,M
"Mortal Shell",0,0,0,0,0,0,0,0,0,0,0,M
Moss,0,0,1,0,0,0,0,0,0,0,0,ET
MOTHERGUNSHIP,0,0,1,0,0,0,0,0,0,0,0,T
MotoGP19,0,0,0,0,0,0,0,0,0,0,0,E
MotoGP20,0,0,0,0,0,0,0,0,0,0,0,E
MotoGPâ„¢18,0,0,0,0,0,0,0,0,0,0,0,E
"Moving Out",0,0,0,0,0,1,0,0,0,0,0,E
"MudRunner: A Spintires Game",0,0,0,0,0,0,0,0,0,0,0,E
Mugsters,0,0,0,0,0,0,0,0,0,0,0,T
Mulaka,0,0,0,0,0,0,0,0,0,0,0,T
Musynx,0,0,0,0,0,0,0,0,0,0,0,ET
"Mutant Football League",0,0,0,0,0,0,0,1,0,0,0,M
"Mutant Football League ",0,0,0,0,0,0,0,1,0,0,0,M
"Mutant Football League: Dynasty Edition",0,0,0,0,0,0,0,1,0,0,0,M
"Mutant Year Zero: Road to Eden",0,0,0,0,0,0,0,0,0,0,0,M
Mutazione,0,0,0,0,0,0,0,0,0,0,0,T
"MX vs ATV All Out",0,0,0,0,0,0,1,0,0,0,0,ET
"MX vs ATV All Out 2020 Pro Nationals Edition",0,0,0,0,0,0,1,0,0,0,0,ET
"MX vs ATV All Out Anniversary Edition",0,0,0,0,0,0,1,0,0,0,0,ET
"MXGP PRO",0,0,0,0,0,0,0,0,0,0,0,E
"MXGP2019 - The Official Motocross Videogame",0,0,0,0,0,0,0,0,0,0,0,E
"My Baby",0,0,0,0,0,0,0,0,0,0,0,E
"My Friend Pedro ",0,0,0,0,0,0,0,0,0,0,0,M
"MY HERO ONES JUSTICE",0,0,0,0,0,0,0,0,0,0,0,T
"MY HERO ONES JUSTICE 2",0,0,0,0,0,0,0,0,0,0,0,T
"My Little Riding Champion",0,0,0,0,0,0,0,0,0,0,0,E
"My Memory of Us",0,0,0,0,0,0,1,0,0,0,0,ET
"My Riding Stables - Life with Horses",0,0,0,0,0,0,0,0,0,0,0,E
"My Time at Portia",0,0,0,1,0,0,0,0,0,0,0,ET
"My Universe - Cooking Star Restaurant",0,0,0,0,0,0,0,0,0,0,0,E
"MY UNIVERSE - FASHION BOUTIQUE",0,0,0,0,0,0,0,0,0,0,0,E
"My Universe - Pet Clinic Cats and Dogs",0,0,0,0,0,0,0,0,0,0,0,E
"My Universe : School teacher",0,0,0,0,0,0,0,0,0,0,0,E
"Mystik Belle",0,0,0,1,0,0,0,0,0,0,0,ET
"Mystik Belle ",0,0,1,0,0,0,0,0,0,0,0,ET
"NARCOS: Rise of the Cartels",0,0,1,0,0,0,0,0,0,0,0,M
Narcosis,0,0,0,0,0,0,0,0,0,0,0,M
"NARUTO TO BORUTO: SHINOBI STRIKER",0,1,0,0,0,0,0,0,0,0,0,T
"NASCAR Heat 2",0,0,0,0,0,0,0,0,0,0,0,E
"NASCAR Heat 3",0,0,0,0,0,0,0,0,0,0,0,ET
"NASCAR Heat 4",0,0,0,0,0,0,0,0,0,0,0,E
"NASCAR Heat 5",0,0,0,0,0,0,0,0,0,0,0,E
"NBA 2K Playgrounds 2",0,0,0,0,0,0,0,0,0,0,0,E
"NBA 2K18",0,0,0,0,0,0,0,0,0,0,0,ET
"NBA 2K19",0,0,0,0,0,0,0,0,0,0,0,E
"NBA 2K20",0,0,0,0,0,0,0,0,0,0,0,E
"NBA 2K21",0,0,0,0,0,0,0,0,0,0,0,E
"NBA Live 18",0,0,0,0,0,0,0,0,0,0,0,E
"NBA Live 18: The ONE Edition",0,0,0,0,0,0,0,0,0,0,0,E
"NBA Live 19 The One Edition",0,0,0,0,0,0,0,0,0,0,0,E
"NBA LIVE 20",0,0,0,0,0,0,0,0,0,0,0,E
"Need for Speed HEAT",0,0,0,0,0,0,0,0,0,0,0,T
"Need for Speed Hot Pursuit Remastered",0,0,0,0,0,0,0,0,0,0,0,ET
"Need for Speedâ„¢ Payback",0,0,0,0,0,0,1,0,0,0,0,T
Nefarious,0,0,0,0,0,0,0,0,0,0,1,T
"NEKOPARA Vol.1",0,0,0,0,0,0,0,0,0,0,0,M
"Nelke & the Legendary Alchemists: Ateliers of the New World",1,0,0,1,0,0,0,0,1,0,0,ET
"Neon City Riders",0,0,1,0,0,0,0,0,0,0,0,ET
Neonwall,0,0,0,0,0,0,0,0,0,0,0,E
"Neptunia Virtual Stars",0,0,1,0,0,0,0,0,0,0,0,T
"Neverending Nightmares",0,0,0,1,0,0,0,0,0,0,0,M
Neverout,0,0,0,0,0,0,1,0,0,0,0,ET
"Neverwinter Nights Enhanced Edition",0,0,0,0,0,0,0,0,0,0,0,M
"NEW GUNDAM BREAKER",0,0,1,0,0,0,0,0,0,0,0,T
"New Super Luckys Tale",0,0,0,0,0,1,0,0,0,0,0,E
"Nex Machina",0,0,0,1,0,0,0,0,0,0,0,T
"Nexomon: Extinction",0,0,1,0,0,0,0,0,0,0,0,ET
"Next Up Hero",0,0,1,0,0,0,0,0,0,0,0,ET
"NHL 18",0,0,0,0,0,0,1,0,0,0,0,ET
"NHL 19",0,0,0,0,0,0,1,0,0,0,0,ET
"NHL 20",0,0,0,0,0,0,1,0,0,0,0,ET
"NHL 21",0,0,0,0,0,0,1,0,0,0,0,ET
"NHL 21 Great Eight Edition",0,0,0,0,0,0,1,0,0,0,0,ET
"NHL 94 Rewind",0,0,0,0,0,0,0,0,0,0,0,E
"Ni no Kuni II: REVENANT KINGDOM",0,0,1,0,0,0,0,0,0,0,0,T
"Ni No Kuni: Wrath of the White Witch Remastered",0,0,1,0,0,0,0,0,0,0,0,ET
"Nickelodeon Kart Racers",0,0,0,0,0,1,0,0,0,0,0,E
"Nickelodeon Kart Racers 2: Grand Prix",0,0,0,0,0,1,0,0,0,0,0,E
"NIER REPLICANT VER.1.22474487139â€¦",0,0,0,0,0,0,0,0,0,0,0,M
"NieR: Automata Game of the YoRHa Edition",0,0,0,0,0,0,0,0,0,0,0,M
"Night Trap - 25th Anniversary Edition",0,0,0,0,0,0,0,0,0,0,0,T
"Nightmare Boy",0,0,0,0,0,0,0,0,0,0,0,T
"Nightmares from the Deep 3: Davy Jones",0,0,0,0,0,0,0,0,0,0,1,T
"Nights of Azure 2: Bride of the New Moon",0,0,0,1,0,0,0,0,1,0,0,T
"Nine Parchments",0,0,1,0,0,0,0,0,0,0,0,ET
"Ninja Shodown",0,0,0,0,0,0,0,0,0,0,0,T
"Ninjin: Clash of Carrots",0,0,1,0,0,0,0,0,0,0,0,ET
"Nioh 2",0,0,0,0,0,0,0,0,0,0,0,M
"Nippon Marathon",1,0,0,0,0,0,0,0,0,0,0,ET
"No Heroes Allowed! VR",0,0,1,0,0,0,0,0,0,0,0,ET
"No Heroes Here",0,0,1,0,0,0,0,0,0,1,0,ET
"No Mans Sky",0,0,0,1,0,0,0,0,0,0,0,T
"No Mans Sky: Beyond",0,0,0,1,0,0,0,0,0,0,0,T
"No Straight Roads",1,0,0,1,0,0,0,0,0,0,0,ET
"NOBUNAGAS AMBITION: Taishi",0,0,0,0,0,0,1,0,0,0,0,T
NORTH,0,0,0,0,0,0,0,1,0,0,0,T
Northgard,0,0,1,0,0,0,0,0,1,0,0,ET
NUMANTIA,0,0,0,0,0,0,0,0,0,0,1,T
Obduction,1,0,0,1,0,0,0,0,0,0,0,ET
Observation,0,0,0,0,0,0,0,0,0,0,0,M
Octahedron,0,0,1,0,0,0,0,0,0,0,0,ET
"OF MICE AND SAND -REVISED-",0,0,1,0,0,0,0,0,0,1,0,ET
"Offroad Racing - Buggy X ATV X Moto",0,0,0,0,0,0,0,0,0,0,0,E
"Oh My Godheads",0,0,0,0,0,0,0,0,0,0,0,T
"Oh...Sir! The Hollywood Roast!",0,0,0,0,0,0,0,0,0,0,0,T
"OK K.O.! Lets Play Heroes",0,0,0,1,0,0,0,0,0,0,0,ET
"Okami HD",0,0,0,1,0,0,0,0,0,0,0,T
"Old Mans Journey",0,0,0,0,0,0,0,0,0,0,0,E
OLIJA,0,0,0,1,0,0,0,0,0,0,0,T
"Omega Labyrinth Z",0,0,1,0,0,0,0,0,0,0,0,M
"Omega Strike ",0,0,0,0,0,0,0,0,0,0,0,T
"Omen of Sorrow",0,0,0,0,0,0,0,0,0,0,0,T
Omensight,0,0,0,0,0,0,0,0,1,0,0,T
"One Eyed Kutkh",0,0,0,0,0,0,0,0,0,0,0,E
"One More Dungeon",0,0,0,1,0,0,0,0,0,0,0,T
"One Piece World Seeker",0,1,0,0,0,0,0,0,1,0,0,T
"One Piece: Grand Cruise",0,0,0,0,0,0,0,0,0,0,0,T
"One Piece: Pirate Warriors 4 ",0,0,0,0,0,0,0,0,0,0,0,T
"ONE PUNCH MAN: A HERO NOBODY KNOWS",0,0,0,0,0,0,0,0,0,0,0,T
"One Step From Eden",0,0,1,0,0,0,0,0,0,0,0,ET
"Onimusha: Warlords",0,0,0,0,0,0,0,0,0,0,0,M
ONRUSH,0,0,0,0,0,0,1,0,0,0,0,ET
"Operation Warcade",0,0,0,0,0,0,0,0,0,0,1,T
"Organ Trail Complete Edition",0,0,0,0,0,0,0,0,0,0,0,T
"Our World is Ended",0,0,0,0,0,0,0,0,0,0,0,M
